,product_id,buyereval,buyerfeedback,buyerid,help_prob
37728,32846794715,20,"i performed a test print several times, but the resin sticks to the bottom of the tray  the result did not change even if leveling was done again ",1612784123.0,0.006708278331684734
37738,32846794715,100,"very good  
 
first print not good (z axe  not good )set zero  
the other note perfect but good for me 
 
the ring with the language of the mordor was great  the letter was very good ",710043193.0,0.021521482922283952
37739,32846794715,100,"quality of print is very good  very easy to use  i hope to find also the lcd screen in your offer, as replacement (as this is consumable) ",1720548511.0,0.008962853561313938
37740,32846794715,100,"we had a damaged component inside the printer, but seller sent us a new part, along with compensation, that we had to replace the part ",728418896.0,0.004924927119079997
37741,32846794715,100,"very good quality of product and 3d prints  
shipment with a small delay  very secure packing   
the resin is very important  anycubic uv resin is very good   
it is hard to buy something similar in europe  
on anycubic resin prints are better quality and prints faster  
great printer, great value ",175592651.0,0.04707968977866167
37742,32846794715,100,"printing quality is good, but the printer's frame is bent ",1614448628.0,0.006385941431117081
37743,32846794715,100,"blown away by the quality and ease of use of this machine, i'm completely in love with it!    

i cancelled the print partway through to save resin, but the quality straight out of the box is awesome!",118882756.0,0.014651153027276875
37744,32846794715,100,"the printer is really rally good, worth its money , the support team is also very prompt and good, the quality of the prints are also very good, this printer will not dissapoint you     ",132057576.0,0.023236243901765662
37745,32846794715,100,everything is ok  printer is good  quality is super,,0.007667663808115547
37746,32846794715,100,"i sliced a model with the anycubic slicer without changing the pre set values  i automatically added support and some raft  the result was absolutely amazing  i obtained a perfect 3d model without any optimisation  the model surface is very smooth and the staircase effect is hard to see even with high magnification  all sensible parts are made from metal  the model perfectly sticks on the built plate but can be removed from the same with the included spatula  the 3d printer is bundled to a slicer  the default values are optimized making life easy  it would be nice to have a split option, allowing model splitting into two parts with fitting pins   holes and a glue gap with adaptable positions  i have a wish  could you please distribute the resin through your foreign departments, namely germany to avoid customs problems? congratulations to anycubic! this is an amazing printer, a good software and a perfect service  shipping is extremely fast  thank you all together ",784351431.0,0.1657207053831799
37750,32846794715,100,"i'm very happy with the printer  
the printed items have a very good quality  
 
the build area could be larger but it's not such a big issue especially because items print better rotatet 45 degrees  
i also used the monocure rapid resin successful  
 
would definitely recommend   )",126980143.0,0.005505209340940223
37751,32846794715,100,"absolutelly amazing print quality, first try, night and day compared to filament, can t even see layers    a real beauty",1726981439.0,0.010514934004683271
37752,32846794715,80,"awesome printer, first print came out better than expected  that being said the fep film had scratches and some resin got stuck to it but there's a replacement film in the package so i'm not too concerned about it  overall i'm happy with this printer ",1692676986.0,
37753,32846794715,80,"ordered this machine from germany warehouse  the order processing time was too long, reminded to sent the item several times  almost all days reserved by the system  the printer came with full kit, showed in the pictures  however the flash drive is 4 gb, not 8 gb  th quality of the prints is awesome  i really love this small machine  the quality of the assembly is very good  despite the order time, i would recommend this printer  very satisfied!",196037539.0,0.015949352489249665
37754,32846794715,100,"amazing product!! the model wich i test, was really small and the details are excellent! thanks anycubic!",1671301999.0,0.009295312105561457
37756,32846794715,100,received in good condition  all items as described  thanks anycubic,888419202.0,0.008709948002440189
37757,32846794715,100,"i recommend, quick shipping, clear instructions, worked from the first try!",130494519.0,0.00848947375097212
37760,32846794715,100,i like this product  it is easy to use and very precisely  my only complain is that it stop working after a week   i am waiting to see how the suport team will manage my problem ,,0.009306642128187503
37761,32841401853,100,"printer arrived in about 3 weeks  
 
setup took roughly an hour, printed instruction book was fantastic 
auto leveling worked perfectly and saved to eeprom 
first ""benchy"" came out perfectly and temperature was consistent throughout print  
 
great printer 9 10 (some of the bolts were low quality and stripped when trying to screw in the endstop's m3 12 bolts but thats about it)",176384678.0,0.021376488166259967
37762,32841401853,100,"this is my second anycubic kossel, original was same model linear plus older version requiring full build and no auto level, outstanding kit same goes for the latest version, they are both incredible machines  i had one problem with the first kit, issues with the carbon fiber rods, a quick email describing the problem and anycubic shipped out the replacement the next day  outstanding products, even better company, they understand the value of a customer  that said, they earned my business and loyalty, so much so i am selling all of my tevo equipment ",769931995.0,0.009987671214607611
37763,32841401853,100,"great printer for the money   but it needs a little of persuading   power source didnt work until disasembled   just the disasembly did the trick, something was not in contact   after that works fine  the original firmaware isnt the best, offseting to propper height is a nightmare  sugest flashing marlin 1 1 9 and the funcionality is much better  
anyway for the money it has a great value ",,0.07123821699432044
37764,32841401853,100,this item was well packed and delivered quickly  it was just what i was expecting  thanks for the great service  a    seller,1826773698.0,0.014200913935888708
37771,32844481738,100,"nicely packaged, it comes really complete, all tools included to get started like two sd cards, an usb sd card reader, usb cable, tweezer, scraper, plier, a tool kit to assemble, 1kg pla fillament, an extra hot end, even some gcode to run a first test print  
   
printer was up and running in no time, like 30 minutes, and i'm extremely satisfied with the results ",1831399629.0,0.01587804388872724
37773,32844481738,80,"after some short printing testings, the anycubic was a good choice   ",,0.005229422928027922
37774,32844481738,100,really good product printed within 5 mins hopefully i dont have any problems down the track,1613075749.0,0.008479272641224774
37775,32844481738,80,"very good product, ty for seller and shipper for great job ",1817735398.0,0.010303801032078036
37776,32844481738,100,packaged well  printed the default from the printer and it looks good ,779683764.0,0.006394711364670213
37777,32844481738,100,"very pleased with the printer so far  printed a planetary gearbox at the first try with no problems   
for the price, for sure an awsome printer  )",,0.010113989820894861
37779,32844481738,80,"the printer was delivered very quickly which was a nice surprise  
the printer went together very quickly which was a relief after watching people on youtube put other printer together  
the printer didn't actually work when i plugged it in, but after a little bit of investigation i found that the active lead had fallen off the back of the power connector   the overall construction of the printer appeared very good   i'm new to 3d printing, but when i got the printer printing the  print quality appeared to be very good   
i did have another issue where i accidentally bent one of the micro switches when i pushed the bed all the way back, so be careful when moving things around  
overall i'm very satisfied with the printer ",1613488500.0,0.01791071056154179
37780,32844481738,100,"this printer is easy to install and use  
they responded very quickly to my questions  
perfect",,0.007244167804973751
37781,32844481738,100,quick delivery  print quality of the included test owls was excellent,772623781.0,0.008943572441572394
37782,32844481738,100,"very fast delivery, product works perfectly ",1643243726.0,0.008418642766165248
37793,1389260212,100,best product,100269787.0,0.007116208417169921
37794,32844481738,100,"product is excellent, assemble and calibration is done in 5 min(really!)   
they even trow in some spare parts and all the tools require to play  )",110229482.0,0.007452859774463217
37795,32844481738,100,"really cool 3d printer  it's my first printer and it's easy to use, also easy to repair if something went wrong ",1742453992.0,0.01118649425662297
37796,32844481738,100,"very happy, good quality and fast shipping 
have not set up yet, will leave additional feedback on end result",719733342.0,0.009578792209310147
37798,32844481738,100,"i just set the level and output it  the results are satisfactory  and, the seller is very kind ",840862972.0,0.00712916991950084
37799,32844481738,100,"really nice printer, easy to set up and use  
 
no custom fees because sent from eu directly   
i broke the ultrabase with 2d try (still working!), the team already sending me spares to fix it   
do not use pla filament sample given in the box for bigger 3d models   
 
good communication   fast delivery  ",828911460.0,0.01557612939983782
37800,32844481738,100,printer arrives safely and it works well  very happy with it  thank you ,,0.0069195548808243645
37801,32844481738,100,great documentation and easy to use i shipped quickly and works amazing  very satisfied with purchase  thanks!,,0.01912212174223141
37802,32844481738,100,"great 3d printing kit! everything to get started is included, even tools! it is as simple to setup as it can be 
thanks anycubic!",143132668.0,0.006612429409328368
37803,32844481738,100,"wow! amazing printer for the price  set up wasn't too complicated, and prints looks great  note to canadian buyers, expect duties   50 ",131658187.0,0.010635711831444293
37804,32844481738,100,great printer with good print quality  easy assembly and great customer service ,140176092.0,0.012659140670825906
37807,32844481738,100,the simplest assembly i've ever seen and print quality is very good for this price point without any tuning or modification  recommended ,,0.006609728075800745
37808,32844481738,100,"anycubic i3 mega is my first 3dprinter, and for me, a beginner, i can say that this perfect printer deserves every penny! it is perfect for home use, for hobbies  i recieved the item as told, very fast shipment and fast replies from seller  i recommend this product if you are doing this just for fun, if you want something professional and to make some money out of it, put your hand deeper in the pockets and pick more expensive ones    ) best regards from roumania!",860879888.0,0.09710436378323685
37809,32844481738,100,fast shipment,175992500.0,0.005770260685755692
37812,32844481738,100,"fast shipping to malaysia, quality build printer and prints!",181646147.0,0.007146937856284528
37813,32844481738,100,good starter 3d printer  easy to use and easy to assemble ,794535943.0,0.009983087824062424
37820,32832752911,100,"great product, makes the use of any substance unnecessary to avoid deformations in the hot bed  
the shipment was made in the specified time 
regarding customer service, really good  i had a problem with the bed surface  
after sending a comment and some photos, they immediately offered me a new one for free  
i am very happy with the product and the assistance  i will go back to buy some of their products ",1638875352.0,0.03475508651894789
37822,32832752911,100,"thanh you for a very fast, efficient service",1656008561.0,0.0051767163899613085
37823,32832752911,100,"quality product, ok",1717060428.0,0.008179468969943439
37833,32843762938,100,great price and fast shipping time! very happy with the seller and my purchase!,,0.013804687680569422
37834,32843762938,60,"the filament doesn't stick to the bed  i've tried a range of temperatures, a range of layer heights, and leveled my bed countless times  the filament won't stick to it ",1718039611.0,0.005960701493976137
37835,32843762938,100,"very nice build plate, works nearly perfect",902613292.0,0.006323102486989354
37836,32843762938,100,fast shipping  arrived in good condition ,702220209.0,0.007369449048642881
37844,1389260212,100,a great portable barcode scanner  has a charging cable and a usb receiver  works very quickly!,172126018.0,0.00922783013281032
37850,32852864507,100,"its a ncie mini projector,i exactly as described  the seller shipped quickly and was very helpful and responsive when the local post office took a longer time to deliver  the projector arrived very well packaged and was not damaged during delivery  i have been usinfg the projector for few days and i fully recommend the seller and the product !!",1637720413.0,0.014492107692303434
37852,32852864507,100,"this is great for an average user, maybe someone high tech would want something different, but you should waste your money to expensive video projectors if you're an average joe like me  so  this is great! its tiny, powerful and affordable ",,0.017023083040454967
37855,32852864507,100,works great as described!,169232913.0,0.009071995585539465
37866,32808722388,100,great printer for the price  took about an hour to build and the first print was near perfect  i was astonished that a print could look this good for the price ,228764613.0,0.012952659026192925
37867,32808722388,100,exactly as described  good seller  will buy from again  thanks! excellent 3d printer ,,0.017725338139391755
37868,32808722388,100,"after some careful setting up, the printer prints surprisingly well for the price  
the instructions could be a bit more detailed  
i had to loosen the rollers before fitting them to the frame to ensure they didn't get scrapped on the sharp edges   and the lead screw needed some work to get it to line up  which seems to be a common problem ",,0.011313945735487328
37869,32808722388,80,excellent printer and very good price  delivery was fast from germany ,1640661306.0,0.012456648074371465
37870,32808722388,100,"great little printer for the price  ordered from the usa warehouse to get shipping faster, but it was processing for almost a week  not a big deal, but sometimes you want toys to come faster ",1745349166.0,0.008939844905153285
37875,32808722388,100,exactly as described  good seller  will buy from again  thanks! excellent 3d printer ,,
37876,32858931045,100,bloody quick delivery although a few marks    as expected in shippng   part cooling fan looks like a after thought and dont reach or blow towards nozzle it blows on the cooling block looks like v1 1 2 cr 10 board inside  ,1623337152.0,0.01737996537878673
37877,32858931045,100,"easy to assemble, clear instructions  awesome product ",,0.010267774630863147
37879,32858931045,100,"received exactly what i ordered  
ordered on a monday from the china warehouse and received the following tuesday (after a holiday)  no damages, no missing pieces and everything works  
 
even though the listing said it would ship with the eu plug, i received the us plug  excellent attention to detail  i was okay with the eu plug because i have spares here and was planning on swapping it out  ",,0.019498551268593973
37881,32858931045,80,"recieved my order in good condition  ordered the enderx and it came with glass bed and 5 different sized nozzle  a  3,  4,  5,  6, and  8 good buy ",1809079691.0,0.017274671164726706
37882,32858931045,100,good packing and quick delivary,1764359256.0,0.005271972880105408
37883,32858931045,100,"thanks you creality, i've received my order well ",938159185.0,0.007310087357600567
37884,32858931045,80,"thing come with 2 week 
overall ok but with some broken of the leveling plastic screw
 the seller sent the replacement after reporting by message and picture shown

the base frame was arrived in unbalance status
but after self adjust and assembly then the problem solved 
 in conclusion, this thing is totally worth the price and service is good",1615234772.0,0.028542840295499496
37886,32858931045,100,100  as expected   minor tweaking resulted in great quality prints ,,0.006742739717278603
37887,32858931045,100,box had all kinds of shipping labels crossed out new labels added no where does it say ender 3 on box hoping its all here ,751606139.0,0.004892344552370778
37888,32858931045,100,great printer for the price ,125112801.0,0.007592742717452883
37889,32858931045,100,"pro   
really complete pack 
 
cons   
 
none so far, a little expensive the taxes and shipping because of my countries policies",1773430103.0,0.0045849315079882266
37890,32858931045,100,"excellent! 
 
super fast shipment, very sturdy packaging, in excellent condition  
 
no problems at all  10 10 would buy again ",906561498.0,0.020447695739629193
37891,32858931045,100,"amazing, the fastest delivery ever, ordered at sunday arrived in indonesia thursday",1611459272.0,0.006857580293163287
37892,32858931045,100,"awesome quality with nothing damaged, very impressed!",1820215585.0,0.0060158877990415865
37893,32858931045,100,"the printer is very good  it has arrived in 1 week, 
  
the print quality is great  overall very satisfied",1816677272.0,0.013845997619950872
37894,32858931045,80,"there was no problems, besides little bit bend print bed, just about 0,2mm or so, but it makes it wery dificult to level it properly, also there still isnt proper profile for cura, but on the other hand, when it is tuned properly, its great printer with supreme print quality for the price, was able to get pretty good first print with not so great settings, i can only imagine, how great it will be, when i tune it well ",888270555.0,0.03022725712606163
37895,32858931045,100,this is pretty much exactly what i was hoping for! great product! thanks!,872118640.0,0.009820968900792057
37898,32858931045,100,works great! truly recommending this printer,,0.0073475993531774775
37899,32858931045,100,"i love it! placed my order on tuesday, shipped on saturday, and arrived in singapore on monday! that's because seller used fedex for their delivery   very smart  took about an hour to set up  too many youtube reviewers who do not know what they're reviewing about ",901476846.0,0.005594653725727655
37903,32858931045,100,"printer, received in good condition, nice package, fast shipping (no tax   ) )    relatively easy to build  2h (this is my first 3d printer)  thank you ",,0.010151938567816281
37905,32858931045,100,"it might be the best 3d printer for the money! kit was verry easy tot instal, with clear instructions  when printing with cura i use the tevo turantula profile for perfect results(you need to change the settings to ender 3 specifications)  i also recomended to print on rafts or on a glas bed with painters tape  the included surface wont stick verry wel  
concluded  verry good machine foto the money!",,0.021974182196638513
37906,32858931045,100,"great product, easy to assemble  great printing quality  totally recommended",136100677.0,0.01957881955049272
37908,32872560196,100,they are very beautiful  i am satisfied ,229169438.0,0.007895407815157782
37909,32858931045,100,"i have had 4 printers by now, very expensive one and cheap one, i can confirm that this printer is better 10 times than all my 4 printers together, out of the box printed so awesome model  i can only give it 10 ",762717003.0,0.009111619224765244
37912,32858931045,100,incredible 3d printers for this price!,180419047.0,0.004687923893756382
37913,32858931045,100,center of the heated bed is not flat  you definetely need glass bed  green filament residual on extruder nozzle which make me think product was used before  other than these it is a good product ,112362974.0,0.010907084509146913
37915,32858931045,100,"very good 3d printer, low price, great details, very easy to assembly, complete package  i only need 2 hour to assemble the kit  good job on providing instruction  but i struggled at first because it won't auto extruded, i found that it happened because the filamen connector was not stick at the extruder  i had to find g glue(metal glue) to fix it  finally it worked beautifully  great machine for beginner and maker!",1749478917.0,0.024884875568302125
37917,32858931045,100,"very good product, fast shipping from inland warehouse  aras kargo is also excellent  thank you ",762143180.0,0.009223038349787306
37919,32858931045,100,"fast delivery only 4 days to slovakia, needs 2 hours to build and settings      prints incredible things and quality  probably best printer up to 200       recommend     )",748689556.0,0.009658212151700275
37920,32858931045,60,"the product has been shipped very quickly   and thanks a lot for quoting less price on package   it helped a lot at customs clearance  assembling was easy and it took an hour  i found two problems 1st is the allignment of x axis aluminium rod was not perfect  it was slightly bent on one side which made tough to adjust bed and print lengthy parts  i have tried to adjust many times and found that it manufactured defect  next is the fault with power supply unit  after using it for a week the psu started giving strange loud sound when i switch it on and continued for 10 min every time i switch on 

i have to admit that even tough i have problems with the printer the quality was perfect  i have tested this printer for 15 days and reviwed it ",705602854.0,0.06305649017079037
37921,32858931045,100,printer as described  good quality  i recommend the seller ,839190589.0,0.012547993403557025
37926,32858931045,100,great price quality  prints really well out of the box  easy assambly,765449538.0,0.010885523432962856
37928,32858931045,100,"it si very good quality printer, tock solid construction, very easy and quick to assemble  it need som modification but om thingiverse you can find it(not so needed, they are just upgrades)  delivery to slovakia 6 days from germany  if manufacture upgrade exhaust vent for filament cooling it will be perfect ",,0.030622128029450316
37930,32858931045,100,"product build quality is good  my kids (ojas and pranshu ) manage to assemble the product except some help in two cases, pulling the belt on pillu and putting z axis screw in 90 degree  
few things i feel are required are
1  more filament to print the test object  we could print only half the dog 
2  cover fan of control circuit as chances of things getting inside are more
3  z axis can have support on top for proper alignment of it
4  inserting filament in extruder is a task, auto load will be a better option 
5  some protection at filament insertion point as it is very close to z axis screw
6  filament guide near filament roller so filament did not hang near z axis screw
7  plastic enclosed to display controller to prevent shock and electrical part damage 
8  auto leveling of heated bed will be helpful as in the beginning it is quite a task
9  filament change sensor will be a plus 
10 power resume did not work in test print, it did not start just keep waiting on same spot after resu",484440.0,0.026499214008017677
37933,32858931045,100,"mind boggling quality for the price! the only problem i had was that the bed wouldn't align properly, but some glass fixed it  with dampers installed it's quiet and still exceptionally accurate! i have been printing everything from miniatures to mechanical parts  i will update the post with pictures  )",703460385.0,0.008916113531354153
37934,32858931045,100,"easy assembly, prints well the included filament lasted 1 3 of the the test dog ",,0.004213711368104796
37938,32858931045,100,"extremely fast delivery and a great bit of kit  
everything fits together well, and the instructions are clear enough  
i had to buy a glass print bed as the ender 3 one was not level in the middle, and add a tiny 0 15mm spacer between the z axis stepper motor and its plastic bracket to keep the threaded bar parallel with the frame  
first print of benchy looks good  
recommended, great seller ",,0.03712414164813477
37939,32858931045,100,love the product! best price quality ratio 3d printer in the market right now ,1677734800.0,0.011784124016495295
37940,32858931045,100,"i m completely happy and satisfied thanks for two facts  1) i received the product only 1 week after the purchase and 2) the printer is awesome  super easy to assemble, high quality parts, very robust and reliable, easy calibration and works fine from the beginning  but the most important  printing incredible!",167800105.0,0.03320393062085325
37943,32858931045,100,"probably bet printer for this value  you can print in high speeds without quality loose  i can find one cone and that s the bed, it s warped and lower in the middle of the bed  ",1634549476.0,0.010504061435529712
37944,32858931045,60,"well i'm missing this bolt and no response from the store about it after a few days  
everything looks great but i can't test because it affects the movement of the print head going up and down so it's unusable ",789260136.0,0.01028401267836696
37945,32858931045,100,"arrived quickly from their germany warehouse and was very well packaged  amazing price too, this is one of the best value 3d printers of 2018 after all  has a nice instruction image book in english to follow  all in all",760401410.0,0.013015029596498275
37947,32872560196,100,seller was very prompt with delivery  thank you for the free gift!,806641410.0,0.00869738278856967
37949,32858931045,100,"actually as subscribed, came within a week  very fast shipping ",181662705.0,0.006918380217126338
37951,32858931045,100,"it is work fantastic, i am very happy for the print result",,0.007494577327461961
37954,32858931045,100,"super fast delivery from germany to belgium  very good product, newer 2018 version  ( with bed cable strain relief, bigger wheels for bed leveling, glass plate printing bed upgrade ) very good build instructions, all parts are labeled, all cable's are clearly marked  my first 3d printer, build in under 50 min  
used cura slicing software for my 3d prints and created a new printer profile (base on creality cr10)  
first test print within 30 min  will recommend this printer, it's a super first introduction into 3d printing  
please note that you need to order some extra pla filament because the package includes only a tiny amount  very happy with my purchase  ps   i watched a lot of youtube videos prior to buying this printer  
 
",878746435.0,0.019437595631854775
37955,32858931045,100,"great 3d printer and robust frame  had some small adjustment issues like too long extruder head screw and loose heated bed bearings but after fixing them, it printed excellent  imo glass bed is importand because the default surface is convex and bed levelling in the middle is tricky ",804752961.0,0.0055704724995430995
37959,32829239371,100,great 3d printer  setup was a breeze and was printing 25 minutes later  ,,0.006792173261330067
37961,32829239371,100,easy setup and ready to print quickly!,884299259.0,0.006573050045357091
37962,32829239371,100,so far all is good  about 150 hours of printing so far  just purchased another anycubic since this one seems nice ,751758916.0,0.008668364268237815
37963,32872560196,100,"perfect !!! i'm so happy,  i'm so excited! thank you, thank you! ",759957222.0,0.009687106626331612
37964,32872560196,100,"so love it!!!! beautiful!!! very very fast delivery, thank you!",759662074.0,0.009057884981233394
37965,32872560196,100,thus surpassed our expectations with the quality of sound and picture  i had many neighbors over and everyone could hear it really well  this just made out summer so much better!,741679110.0,0.010134322436259897
37966,32829239371,100,"this is a winner! we spent a long time researching which 3d printer to purchase and kept coming back to this one as the highest quality for a resonable price  the frame is very stiff steel  the electronics is enclosed in the box at the bottom  the user interface is a bright touch screen that is a joy to use  even the animated splash screen of a cube being printed shows the thought the designers put into this model  assembly was easy  leveling the platform is a bit fiddly, but not hard at all  i followed the consise but well illustrated manual and the first print came out beautifully  the quality was way better than i've seen from printers costing 10x  the unit was very securely packaged with lots of custom foam padding and a double wall box  comes with a complete set of quality tools  even includes spares of the hot end and a limit switch  arrived in two working days  very happy with the seller and the product ",1647637567.0,0.1472009282250785
37967,32829239371,100,"i have this printer since about 2 weeks and i'm very satisfied with  the print results are very good and precise, what i have before not expected for such low price  this printer really every pence worth  also ship,ent was very fast and i got also assistance from the salesman  now i'm trying to become familiar with all the bunch of software, which is available  good buy ",1626795552.0,0.0326299125391554
37969,32829239371,100,"i buy a lot of stuff via aliexpress (platinum member), this by far has been the best service and product i ve ever experienced  don t let the relatively low price of the printer concern you, it s an excellent machine  i ve built many 3d printers over the last few years and this one is by far the best overall  if you re researching for a 3d printer to buy then save yourself some time and order this one now ",891977019.0,0.013988069593831493
37970,32829239371,100,"great printer received in less than 5 days, even with a weekend between order and reception ",1634778982.0,0.010257570418345366
37971,32829239371,100,"thank you for this wonderful 3d printer! great price, product, fast shipping and great communication! a   ",704216837.0,0.023300713956764803
37972,32829239371,100,"you'll get what you've ordered   
the shipping went even faster then it was said   
package was very secured and the item wasn't harmed ",1745428168.0,0.004500622548362477
37976,32829239371,100,good entry level printer  exactly as described ,1651018436.0,0.006524894128725789
37983,32872560196,100,"very good quality, as in the picture  i am very satisfied  thanks!",746927398.0,0.012832889134376786
37984,32872560196,100,works great  we had purchased to use outside for movies for the kids  i plan on using in the fall to watch college football with my friends  the picture is clear on the 150'' screen we also bought ,869685322.0,0.021617017167066488
37993,32829239371,100,"package arrived in one piece, well packaged (nearly overkill)  fast delivery and response from seller  not tested but very happy daniel ",810422856.0,0.009197826964397917
37994,32872560196,100,thank you  i recommend thank you for your gift,1665575033.0,0.008872208993555663
37995,32872560196,100,all as in the description  perfect ,229175780.0,0.008372259238108809
37996,32829239371,60,"unit is ok and jibes with online reviews, but only because i am a former chief engineer at a robot firm, and able to fix the major assembly problem  coupling of ball screw to motor shaft 1of2 z axis loose  1 of 2 set screws inserted too far when coupling was put onto the motor shaft, so  too far away from motor flange, barely down length of shaft  had to loosen both set screws on motor side of coupling, seat the coupling with same depth as other z assembly   tighten all set screws on both z couplings   
 
unit would have been unusable   anyone not technical would have needed to return or have service   
 
for me, it also clearly means the upper frame was not correctly (maybe not at all) tested before it left the factory  
 
all that said, once i got the unit working, and got past the cumbersome trial and error leveling procedure, it does work well   
 
i hope anycubic improves their assembly   qa procedures, because it's a great value machine when working right ",133796367.0,0.013191559857589255
37997,32829239371,100,as described  very good packaging and 3 day delivery from germany to belgium ,728291462.0,0.007991828251757972
37999,32829239371,100,"love the product, easy to setup, fast delivery, fantastic instructions (although download latest cura program)  only issue is bent label and slightly off flat heat bed  but love love love",187617659.0,0.014695076413990588
38000,32829239371,100,"i'm very satisfied  perfect seller and good printer  anycubic, thank you!",,0.011558888990495838
38003,32829239371,100,it arrived in 5 days all is in good condition and printing   ),1754661363.0,0.0056745698123067635
38008,32872560196,100,"the order came very quickly , the seller sent the order too quickly ! i enjoyed it , thank you",1664326469.0,0.007751643229198599
38009,32872560196,100,"super like, express delivery soon, quality is very good, later will come again to buy",1664278915.0,0.0113631477328373
38010,32872560196,100,the designing is great and finishing of the product is good  the customer support was excellent and fast delivery  my loves the product  i recommend tge seller  thank you,806921819.0,0.030003968851265383
38011,32872560196,100,a very good quality  thank seller  delivery 2 weeks,807155546.0,0.009462199761732964
38012,32872560196,100,"good quality, fast delivery  thank the seller for products",759658000.0,0.009100306730547295
38013,32872560196,100,the quality is excellent  i am happy with the goods ,911240236.0,0.008439768994390905
38014,32872560196,100,there was two months  smell no runs normally  price and quality are consistent ,757918827.0,0.010700228106429064
38015,32872560196,100,just as described  very happy with the order! this great ,914551386.0,0.010882758900895385
38016,32872560196,100,everything is fine  well packaged  i recommend seller,758910465.0,0.007386421566615379
38022,32872560196,100,quality product  fast delivery  above all excellent customer service and very helpful  highly recommend for all buyers ,881700606.0,0.021664005109980303
38027,32872560196,100,"so far, pretty amazing considering the price of this unit   the sound is pretty awesome (given they are built in speakers), setup was super easy, picture is unbelievably clear considering i tried on an overcast day  
 
very happy with the purchase so far, let's see how this behaves over time ",133815045.0,0.018485164666635297
38028,32872560196,100,fast shipping   ,165065482.0,0.005946021667645247
38033,32828742753,100,"fast shipping, item as described, 5 ",1677323162.0,0.008817082019031225
38036,32872560196,100,the best quality and very  good  picture,820985324.0,0.010105963910166379
38037,32812755947,100,the seller was more than helpful in telling me about the delivery of the order  it arrived without any delay and the projector is a solid build and perfect for a simple set up ,1836741703.0,0.008118328535484332
38040,32812755947,100,super fast shipping  great little projector,130671818.0,0.006510135104716943
38042,32812755947,100,very very good and thanks for your suggestion  good saler,748407450.0,0.006614408034067855
38047,32812755947,100,great customer service  honest seller ,721107551.0,0.005719629058316563
38048,32812755947,100,stunning! great quality! fast shipping,747717698.0,0.010755514659747603
38051,32812755947,100,really good,746703579.0,0.005284427985676416
38052,32812755947,100,thing is very good,748514904.0,0.00570568780633711
38058,32303397310,100,"arrive in 5 days , dhl is very fast   projection picture is good , seller can be trust, always do good service",808749850.0,0.009837194704987468
38067,32596996503,100,"came in 2 days from germany to netherlands  really well packed and sealed with a sticker, to make sure that it's not already opened  even provided with tools! no extra import costs when you order from germany  not builded yet ",,0.013173917624385651
38072,32812755947,100,well received  item came well padded  tested and very happy with product  value for money  display quite sharp   sound loud enough  tested with iphone   it works wonderfully ,,0.02159048683356366
38073,32812755947,100,the stuff is so good  i'd like to give you 100 pieces per seller ,841326215.0,0.006602570789753469
38081,32596996503,20,i received a defective 3d printer and when i tried to return it they refused to give me a refund ,1827717121.0,0.009165386436281923
38082,32596996503,60,the x carriage plate dimensions do not allow for proper adjustment of the wheels ,1741686105.0,0.00924015422958676
38083,32596996503,100,awesome product and really like the new upgrades of the 2018 version  keep putting out great products tevo!,874114373.0,0.00821048285306113
38084,32596996503,100,"overall the product and service was very good, there was a slight delay with shipping however it was within the timeframe  the staff were pleasant and replied quickly to any queries concerns ",1613043185.0,0.00551454949925648
38085,32596996503,40,"the power supply broke after one week!!! i had really fun with the printer, everything was fine    today i started the printer, the first layer was printed, then it stopped working, the power supply smells really bad and now    its     half working the leds are blinking, but also the display, nothing reacts anymore  i unplugged the power supply  and tested the mainboard with my raspberry pi  the board is working and hopefully the rest too, but no power   ( 
great printer, verry bad power supply!",1658363818.0,0.03429024732862063
38087,32596996503,20,"very bad supplyer, 
machine was faulty mainbord , requested for repace or refund but not use , no responce from tevo team, wrost of money dont buy from aliexpress buy from banggoods they have at least good customer service ",924498209.0,0.014590550400306612
38096,32596996503,100,excellent printed when modded,1690488322.0,0.00619380573340582
38103,32596996503,100,"this printer is just amazing, i followed the online guides and was printing that same day,  
i love the tweak ability of it  
 
the red phaser is a out of the box print sample, and it is already looking amazing ",182207833.0,0.00755620071218289
38104,32596996503,60,"hi everyone, printer is a prusa clone as you know and it is almost okay  but i had some issues about the printer parts like hot bed, motor cable, endstop  they said they can send me new hot bed and the other parts  but nothing was received yet ",740622402.0,0.004032175962760271
38105,32596996503,100,arrived with all parts  will post more details after assembly and first print,751350808.0,0.00391886579025019
38106,32596996503,100,"i received the printer 7 working days after seller send it  but took 10 days seller to ship  anyway it was a good deal and seller has a very positive reputation   
needs serious assembly skills! i managed to assembly wathing official assembly and setup video, had some leveling issues with spring washers and v wheels, but it is easy to solve  i test print a chess piece and came very good for me as default  looking for some upgrades now  i may leave additional feedback soon  only not so good thing is it came with a 512 mb sd card  
notes to order from turkiye  order shipped with ups, and received via ups custom, i paid  20 tax over 119  invoice price  as dhl customs investigates price and charges  20 on actual price ",730575776.0,0.02822843438071806
38108,32596996503,20,i received a defective 3d printer and when i tried to return it they refused to give me a refund ,1827717121.0,
38112,32596996503,100,sofar it has been quite a good printer  right out of the box the printer does not print that well but when you print a couple of small prints with the included filament the print quality increases drasticaly  shipping was not as fast as i hopend it was going to be but they made it up to me ,798701934.0,0.014613344346325807
